number,mergedAt,title,summary,url
540,2024-10-19T07:35:05Z,"Fix the ""not enough values to unpack"" error.","This PR fixes the following error: File ""/home/yuxianq/flashinfer/python/flashinfer/decode.py"", line 616, in plan self._cached_module = get…",https://github.com/flashinfer-ai/flashinfer/pull/540
536,2024-10-18T00:19:42Z,bugfix: fix JIT compilation of prefill kernels,"Some bugs were introduced in #534, this PR fix these issues.",https://github.com/flashinfer-ai/flashinfer/pull/536
535,2024-10-17T09:58:27Z,jit: simplify jit example,"use generate_module function fix the correctness issue with flashsigmoid (when use_softmax is false, use attention sum instead of merge sta…",https://github.com/flashinfer-ai/flashinfer/pull/535
533,2024-10-16T06:18:04Z,feat: add a `use_softmax` field in variant class,"If true, use online softmax rules to update attention states.",https://github.com/flashinfer-ai/flashinfer/pull/533
527,2024-10-11T20:31:18Z,bugfix: fix the stride bug in page append,"We introduced a bug in #513 because we didn't consider non-contiguous kv-cache for page append operator, this PR fix the bug.",https://github.com/flashinfer-ai/flashinfer/pull/527
525,2024-10-11T06:36:49Z,misc: remove unused functions in prefill parameters,get_mask_offset was deprecated.,https://github.com/flashinfer-ai/flashinfer/pull/525
518,2024-10-09T23:36:39Z,refactor: remove warp layout enum,"In our previous design of WarpLayout abstractions, we mix (1) the warp layout (number of warps on q and kv) and (2) the number of fragments…",https://github.com/flashinfer-ai/flashinfer/pull/518
513,2024-10-09T11:00:43Z,Feature/non contiguous kv cache,This PR solves #506 Custom strides to support non-contiguous kv cache.,https://github.com/flashinfer-ai/flashinfer/pull/513
507,2024-10-07T00:17:54Z,feat: JIT compilation,"This PR implements the JIT compilation (#170 ) of flashinfer, after this PR, flashinfer will compile kernels just-in-time for different inp…",https://github.com/flashinfer-ai/flashinfer/pull/507
505,2024-09-25T08:25:02Z,fix: batch decode kernel redundant store output to gmem,"Hi, this is a minor fix, when bdz is greater than 1, there would be redundant store to gmem operations for some warps.",https://github.com/flashinfer-ai/flashinfer/pull/505
473,2024-08-27T10:05:15Z,hotfix: skip prefill kernels on sm75 for bf16,Followup of #472 .,https://github.com/flashinfer-ai/flashinfer/pull/473
447,2024-08-27T01:18:37Z,chore(main): release 0.1.6,"🤖 I have created a release beep boop 0.1.6 (2024-08-27) SM75 Support Starting from 0.1.6, our pre-built wheels include experimental support…",https://github.com/flashinfer-ai/flashinfer/pull/447
466,2024-08-25T08:56:21Z,refactor: replace `begin_forward`/`forward`/`end_forward` with `plan`/`run`,This PR changes the use of begin_forward/forward/end_forward API with the new plan/run API.,https://github.com/flashinfer-ai/flashinfer/pull/466
463,2024-08-23T03:54:09Z,doc: another bunch of documentation improvement,fix broken links add rope docs add default option for sampling apis,https://github.com/flashinfer-ai/flashinfer/pull/463
462,2024-08-22T11:28:03Z,feat: add `MultiLevelCascadeAttentionWrapper` API,Our existing cascade inference APIs all assumes shared prefix kv-cache are standalone tensors which is not the case for real-world llm serv…,https://github.com/flashinfer-ai/flashinfer/pull/462
459,2024-08-21T19:08:36Z,perf: use persistent kernel for merging attention states,"As observed by @MasterJH5574 , there are cases where our VariableLengthMergeStatesKernel launches a lot of CTAs (>=10k) while most of the C…",https://github.com/flashinfer-ai/flashinfer/pull/459
460,2024-08-21T17:21:46Z,bugfix: fix the python api of prefill wrapper + custom mask,"some tests are failed because we use the wrong function for prefill wrapper with custom mask, this pr fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/460
448,2024-08-16T00:55:45Z,bugfix: fix the prefill/append attention kernel accuracy issue on sm75,"As reported by @esmeetu , the prefill/append attention kernel produce incorrect results on sm75.",https://github.com/flashinfer-ai/flashinfer/pull/448
446,2024-08-14T09:47:11Z,fix: resolve cu121 compile wired issue,cc @yzh119 @Ying1123 @Yard1 @comaniac,https://github.com/flashinfer-ai/flashinfer/pull/446
435,2024-08-13T10:19:31Z,chore(main): release 0.1.5,🤖 I have created a release beep boop 0.1.5 (2024-08-13) Bugfix Fix PagedPrefill python api and some typos (#441) (3fff008) fix prefill kern…,https://github.com/flashinfer-ai/flashinfer/pull/435
442,2024-08-13T10:02:38Z,feat: decouple float and int workspace buffer,"Before this PR, flashinfer coupled float and int buffers in a single workspace buffer, and different wrappers cannot share the same buffers.",https://github.com/flashinfer-ai/flashinfer/pull/442
441,2024-08-13T09:26:56Z,Fix PagedPrefill python api and some typos,"Fix two small bugs: “NHD” and ""HND"" used confusing PagedPrefill use self._custom_mask_buf to judge whether is customized_mask, but uninitia…",https://github.com/flashinfer-ai/flashinfer/pull/441
440,2024-08-13T07:54:27Z,bugfix: fix prefill kernels' lse result for empty kv-cache,Thank @hnyls2002 for spotting this bug.,https://github.com/flashinfer-ai/flashinfer/pull/440
415,2024-08-09T09:07:01Z,chore(main): release 0.1.4,🤖 I have created a release beep boop 0.1.4 (2024-08-09) Features append attention kernels for fp8 kv-cache (#420) (906c2f5) support min_p s…,https://github.com/flashinfer-ai/flashinfer/pull/415
426,2024-08-07T08:11:27Z,docs: update README,fix cc @yzh119 /usr/lib/gcc/x86_64-linux-gnu/11/../../../x86_64-linux-gnu/crti.o: in function `_init': (.init+0xb): relocation truncated to…,https://github.com/flashinfer-ai/flashinfer/pull/426
420,2024-08-06T09:26:03Z,feat: append attention kernels for fp8 kv-cache,"This implementation do not rely on fp8 tensor cores, but uses fp16 tensor cores instead (so sm_80 architectures can also use it), the fp8 k…",https://github.com/flashinfer-ai/flashinfer/pull/420
414,2024-07-31T10:47:28Z,bump version: v0.1.3,0.1.3 (2024-07-31) Bugfix bugfix: Fix cudagraph mode of BatchPrefillWithRaggedKVCacheWrapper (#412) (9907bc) fix cu118 cub usage for sampli…,https://github.com/flashinfer-ai/flashinfer/pull/414
413,2024-07-31T10:38:34Z,misc: enhance allocator error info and add shape check for prefill begin forward functions,"This PR makes the following changes to the codebase: make the allocators error information more informative, more specifically, we print th…",https://github.com/flashinfer-ai/flashinfer/pull/413
407,2024-07-29T12:26:37Z,ptx: fragment layout swizzling kernels,"Composed instructions for fragment layout swizzling, used in our fp8 (fake/real quantization) prefill kernels.",https://github.com/flashinfer-ai/flashinfer/pull/407
394,2024-07-29T12:11:13Z,chore(main): release 0.1.2,"🤖 I have created a release beep boop 0.1.2 (2024-07-29) Bugfix Fix the sampling kernel bug for cu118 (#386, #387) (0cd499, dc3f18) Features…",https://github.com/flashinfer-ai/flashinfer/pull/394
406,2024-07-29T12:05:33Z,feat: sliding window attention,"As requested in #390 , this PR implements sliding window attention.",https://github.com/flashinfer-ai/flashinfer/pull/406
405,2024-07-29T04:39:24Z,feat: non-inplace rope operators,"As requested in #403, this PR implements non-inplace rope operators.",https://github.com/flashinfer-ai/flashinfer/pull/405
404,2024-07-29T03:18:19Z,feat: support non-contiguous (packed) input for prefill kernels,"This PR implements #311 , after this PR, we support packed qkv input without explictly convert make the input contiguous: packed_qkv = W_qk…",https://github.com/flashinfer-ai/flashinfer/pull/404
401,2024-07-27T10:37:28Z,feat: add llama 3.1 style rope,Reference implementation: https://github.com/meta-llama/llama-models/blob/709a61fd810157f75fbb314e7287089eec06d9c3/models/llama3_1/api/mode…,https://github.com/flashinfer-ai/flashinfer/pull/401
388,2024-07-21T04:28:14Z,misc: clang-format prefill.cuh,misc: clang-format prefill.cuh,https://github.com/flashinfer-ai/flashinfer/pull/388
381,2024-07-20T09:15:22Z,chore(main): release 0.1.1,🤖 I have created a release beep boop 0.1.1 (2024-07-20) Bugfix fix the invalid kernel configuration for architectures with small shared mem…,https://github.com/flashinfer-ai/flashinfer/pull/381
383,2024-07-20T01:24:59Z,feat: expose decoupled kv-cache to pytorch api,Followup of #379,https://github.com/flashinfer-ai/flashinfer/pull/383
379,2024-07-18T08:38:36Z,refactor: decouple kv-cache storage,"In our previous design, k-cache and v-cache are coupled together as a (num_pages, 2, page_size, num_heads, head_dim) or a (num_pages, 2, nu…",https://github.com/flashinfer-ai/flashinfer/pull/379
373,2024-07-17T08:29:28Z,chore(main): release 0.1.0,🤖 I have created a release beep boop 0.1.0 (2024-07-17) Features Add mask to merge_state_in_place (#372) (e14fa81) expose pytorch api for b…,https://github.com/flashinfer-ai/flashinfer/pull/373
375,2024-07-17T08:28:40Z,feat: expose pytorch api for block sparse attention,"The block sparse attention (for any block size (R, C)) are hidden in flashinfer's codebase but it was never exposed explicitly in python.",https://github.com/flashinfer-ai/flashinfer/pull/375
359,2024-07-12T05:54:32Z,chore(main): release 0.0.9,🤖 I have created a release beep boop 0.0.9 (2024-07-12) Bugfix fix the decode kernel segfault in cudagraph mode (#368)(c69cfa) fix decode k…,https://github.com/flashinfer-ai/flashinfer/pull/359
368,2024-07-11T06:16:48Z,bugfix: fix the decode kernel segfault in cudagraph mode,"The begin_forward function in decode attention wrappers sometimes triggers segfault, this PR fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/368
364,2024-07-10T08:22:30Z,refactor: slight refactor of prefill kernels,add __launch_bounds__ add unroll hint for prefetching page indices change loop structure of threadblock_sync_mdo_states,https://github.com/flashinfer-ai/flashinfer/pull/364
363,2024-07-10T07:01:39Z,bugfix: fix decode kernels output for empty kv cache,"When some request has empty kv cache, the output of decode kernels doesn't align with prefill kernels.",https://github.com/flashinfer-ai/flashinfer/pull/363
356,2024-07-04T07:57:33Z,perf: accelerate gqa performance,"Changes: Prefetch page indices (we have already done such optimization on decode kernels, but not on append/prefill kernels which was used…",https://github.com/flashinfer-ai/flashinfer/pull/356
355,2024-07-03T07:57:31Z,bump version: v0.0.8,0.0.8 (2024-07-03) Bugfix fix prefill/append kernel behavior for empty kv-cache (#353) (7adc8c) fix decode attention kernel with logits cap…,https://github.com/flashinfer-ai/flashinfer/pull/355
353,2024-07-03T07:42:37Z,bugfix: fix prefill/append kernel behavior for empty kv-cache.,"The prefill kernels was buggy when some of the requests have empty kv-cache, this PR fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/353
352,2024-07-03T04:47:24Z,tests: add more unittests for logits cap,followup of #350 add the case of logits_soft_case=1.0 to correctness tests.,https://github.com/flashinfer-ai/flashinfer/pull/352
350,2024-07-03T03:32:19Z,hotfix: fix the decode kernel with logits cap,logits soft cap should be applied before masking.,https://github.com/flashinfer-ai/flashinfer/pull/350
343,2024-06-30T06:58:57Z,refactor: reduce the binary size of batch decode kernels,"This PR refactors the batch decode related kernels, and make the following breaking changes: remove batch_decode_with_padded_kv_cache opera…",https://github.com/flashinfer-ai/flashinfer/pull/343
340,2024-06-28T17:48:16Z,[CMake][Bugfix] Set default value for FLASHINFER_GEN_MASK_MODES,This commit resolves a build-time error with the following message: CMake Error at 3rdparty/flashinfer/CMakeLists.txt:313 (add_library): No…,https://github.com/flashinfer-ai/flashinfer/pull/340
338,2024-06-28T07:40:13Z,benchmark: add batch prefill with ragged kv-cache benchmark,benchmark: add batch prefill with ragged kv-cache benchmark,https://github.com/flashinfer-ai/flashinfer/pull/338
232,2024-06-20T08:41:56Z,chore(main): release 0.0.5,🤖 I have created a release beep boop 0.1.0 (2024-06-20) Highlights Support any GQA group size support for tensor-cores kernels.,https://github.com/flashinfer-ai/flashinfer/pull/232
317,2024-06-20T08:14:04Z,feat: add `use_tensor_cores` option to decode kernels to accelerate GQA,The tensor-cores accelerated GQA in our blog post was not enabled by default (user need to use Prefill kernels/wrappers for decode to get s…,https://github.com/flashinfer-ai/flashinfer/pull/317
310,2024-06-20T06:47:07Z,perf: split kv-cache for prefill/append kernels,"Duplicate of #75, but re-based on the main branch.",https://github.com/flashinfer-ai/flashinfer/pull/310
308,2024-06-16T07:50:50Z,perf: use packed bit array for attention mask,float attention mask consumes too much gpu memory and makes the attention kernel slow.,https://github.com/flashinfer-ai/flashinfer/pull/308
306,2024-06-15T20:30:26Z,refactor: remove `page_size` from template parameters for prefill kernels,"Similar to #301 , in this PR we remove page_size from template parameters so that we can support any page_size for prefill kernels (previou…",https://github.com/flashinfer-ai/flashinfer/pull/306
301,2024-06-15T06:44:05Z,rafactor: move `gqa_group_size` from template parameter to input arguments,"#262 is out of sync with main, this PR rebased the code on main branch.",https://github.com/flashinfer-ai/flashinfer/pull/301
300,2024-06-14T09:39:47Z,doc: fix logits cap docstring,"follow up of #299, pre-attention -> pre-softmax.",https://github.com/flashinfer-ai/flashinfer/pull/300
299,2024-06-14T09:36:44Z,doc: fix the description of logits cap in docstring,"The logits cap was applied to pre-attention logits, not attention scores.",https://github.com/flashinfer-ai/flashinfer/pull/299
286,2024-06-13T23:47:20Z,feat: Separate Q and KV dtypes for decode,Closes #285 Modified unit tests pass.,https://github.com/flashinfer-ai/flashinfer/pull/286
294,2024-06-10T10:33:26Z,refactor: refactor decode handler,Change the use of an optional fixed_grid_size to padded_batch_size.,https://github.com/flashinfer-ai/flashinfer/pull/294
291,2024-06-10T07:07:29Z,bugfix: Fix the behavior of decode cuda graph wrapper,"In this PR, we fixed the grid size of the kernels launched by a decode cuda graph wrapper: We always pad the block size to a fixed value.",https://github.com/flashinfer-ai/flashinfer/pull/291
289,2024-06-08T08:24:26Z,feat: initial support of distributed operators,This PR implements the attention all-reduce kernel which will be used in merging attention states from different GPUs in sequence paralleli…,https://github.com/flashinfer-ai/flashinfer/pull/289
287,2024-06-07T08:13:26Z,cmake: fix DECODE_F8_DTYPES and DECODE_FP8_DTYPES discrepancy,"As a result of typo, it appeared two variables: DECODE_F8_DTYPES and DECODE_FP8_DTYPES in CMakeLists.txt.",https://github.com/flashinfer-ai/flashinfer/pull/287
281,2024-06-04T05:21:43Z,bugfix: fix cudagraph-compatible prefill/decode apis,The indptr array length should be a upper-bound of batch_size + 1 in cuda graph mode.,https://github.com/flashinfer-ai/flashinfer/pull/281
277,2024-06-02T09:14:42Z,feat: support cuda graph for batched multi-query(prefill/append) attention,"#275 is not complete, this pr pushes the remaining changes.",https://github.com/flashinfer-ai/flashinfer/pull/277
276,2024-06-02T09:11:47Z,"Revert ""feat: support cuda graph for batched multi-query(prefill/append) attention""",Reverts #275,https://github.com/flashinfer-ai/flashinfer/pull/276
275,2024-06-02T09:08:11Z,feat: support cuda graph for batched multi-query(prefill/append) attention,Followup of #187 and #256,https://github.com/flashinfer-ai/flashinfer/pull/275
273,2024-06-01T10:35:28Z,fp8: add calibration scale for decode attention operators,@comaniac,https://github.com/flashinfer-ai/flashinfer/pull/273
271,2024-05-30T01:08:24Z,doc: add some documentation for attention with mask API,add fix the bugs in single_prefill_with_kv_cache and single_prefill_with_kv_cache_return_lse when using mask.,https://github.com/flashinfer-ai/flashinfer/pull/271
266,2024-05-28T06:24:29Z,feat: support custom attention mask in prefill/append attention kernels,"Some speculative decoding algorithms requires tree attention, which could be supported via prefill/append attention kernels with custom att…",https://github.com/flashinfer-ai/flashinfer/pull/266
256,2024-05-24T22:36:03Z,perf: initial cuda graph support,"As requested in #187 , this PR adds initial support of CUDAGraph compatibility of flashinfer batch decode attention kernels.",https://github.com/flashinfer-ai/flashinfer/pull/256
223,2024-05-15T06:03:22Z,support versatile gqa size for batch prefill,This merge request supports versatile gqa size for batch prefill kernels.,https://github.com/flashinfer-ai/flashinfer/pull/223
209,2024-04-24T21:44:34Z,move dispatch for batch prefill,move DISPATCH_PAGE_SIZE out of BatchPrefillWithPagedKVCacheWrapperDispatched,https://github.com/flashinfer-ai/flashinfer/pull/209
203,2024-04-16T21:09:59Z,Update CMakeLists.txt,Update COMMAND python to COMMAND python3 to ensure that build uses python 3.X rather than defaulting to python 2.X in case python is not in…,https://github.com/flashinfer-ai/flashinfer/pull/203
198,2024-04-09T00:47:25Z,[CMake] Add positional independent code (PIC) option to kernels,This PR adds the -fPIC option to prefill/decode kernels for packaging.,https://github.com/flashinfer-ai/flashinfer/pull/198
177,2024-03-12T09:13:05Z,fix: fatal bugfix in batch decode operator,The BatchDecodeWithPagedKVCacheWrapper didn't run into the kernel.,https://github.com/flashinfer-ai/flashinfer/pull/177
173,2024-03-11T10:28:40Z,bugfix: Fix release wheel script and remove uninstantiated branches in dispatch,The release action failed because action-gh-release action do not support uploading multiple large files at a time: softprops/action-gh-rel…,https://github.com/flashinfer-ai/flashinfer/pull/173
172,2024-03-11T04:24:05Z,ci: reduce binary size,Do not generate prefill kernels for page_size=8 Build with -Xfatbin=-compress-all to reduce binary size.,https://github.com/flashinfer-ai/flashinfer/pull/172
171,2024-03-11T04:14:12Z,1. Reduce compile time by 22%+ 2. Fix compile linking error on Ubuntu 22.04 gcc/g++ 11.4 with Cuda 12.4,Test Env: Os/Container: Ubuntu 22.04 GCC/G++: 11.4.0 (Ubuntu 11.4.0-1ubuntu1~22.04) Cpu: Zen3 9334 (2x) Cpu cores/threads: Container limite…,https://github.com/flashinfer-ai/flashinfer/pull/171
167,2024-03-11T01:47:26Z,refactor: decouple attention implementation and declaration in different header files,To accelerate compilation.,https://github.com/flashinfer-ai/flashinfer/pull/167
120,2024-03-08T10:05:53Z,chore(main): release 0.0.3,🤖 I have created a release beep boop 0.0.3 (2024-03-08) Features adding sm_scale field for all attention APIs (#145) (85d4018) enable head_…,https://github.com/flashinfer-ai/flashinfer/pull/120
156,2024-03-05T12:00:58Z,feat: pytorch api of fp8 kv-cache,requested in #150 #155 #125,https://github.com/flashinfer-ai/flashinfer/pull/156
146,2024-03-03T11:23:43Z,feat: support ALiBi,Implement attention with linear bias (ALiBi).,https://github.com/flashinfer-ai/flashinfer/pull/146
145,2024-03-01T11:51:50Z,feat: adding `sm_scale` field for all attention APIs,"Some of our attention APIs have this field and some don't, this PR add sm_scale field for all attention APIs to make them consistent.",https://github.com/flashinfer-ai/flashinfer/pull/145
144,2024-03-01T00:07:43Z,perf: multiple q by sm_scale in decode kernels,"The same optimization was used in our prefill attention kernels, this PR applies this optimization to decode attention kernels.",https://github.com/flashinfer-ai/flashinfer/pull/144
143,2024-02-29T09:50:55Z,refactor: move attention related headers to flashinfer/attention,"Refactor code structure, we will have not only attention kernels, but also lora/dequantize/sampling kernels soon and they will be placed un…",https://github.com/flashinfer-ai/flashinfer/pull/143
132,2024-02-25T02:12:51Z,feat: enable `head_dim=256` for attention kernels,"As mentioned in #130 , the kernels for head_dim=256 are not compiled by default, this PR expose these attention kernels to pip wheels and a…",https://github.com/flashinfer-ai/flashinfer/pull/132
128,2024-02-23T07:36:09Z,support Turing arch,"As I want to push this feature forward, so i tried to work based on #109 , and did some small changes.",https://github.com/flashinfer-ai/flashinfer/pull/128
126,2024-02-19T16:18:59Z,Passing in attn_score_scaling_factor into tvm_wrapper,"In GPT-2, attention calculation requires an additional feature scale_attn_by_inverse_layer_idx.",https://github.com/flashinfer-ai/flashinfer/pull/126
69,2024-02-01T22:27:04Z,Support RoPE position info in batch prefill/decode kernels,This PR adds q/k position information to batch prefill/decode kernels.,https://github.com/flashinfer-ai/flashinfer/pull/69
88,2024-01-26T01:51:06Z,[Performance] Using user-allocated workspace for batch decode/prefill handlers,To avoid the overhead of allocating/destroy memory per step.,https://github.com/flashinfer-ai/flashinfer/pull/88
85,2024-01-24T13:04:59Z,[Refactor] Formalize NHD/HND layout annotation,"We support two different layout annotations (NHD and HND, N: sequence lenght, H: number of heads, D: head dimension) for QKV matrices.",https://github.com/flashinfer-ai/flashinfer/pull/85
84,2024-01-21T10:13:40Z,[Performance] Fix the fp8 decode kernel performance degradation issue,The fp8 decode kernel performance degrades because of the changes in previous commits 2a3d6d0 .,https://github.com/flashinfer-ai/flashinfer/pull/84
72,2024-01-18T11:07:49Z,[Refactor] Use two kernels instead of CUDA cooperative kernel for batch/single decode,In our initial design we use CUDA cooperative kernels and grid synchronization feature for cross threadblock reduction.,https://github.com/flashinfer-ai/flashinfer/pull/72
68,2024-01-10T15:02:51Z,[Performance] Another prefill/append parameter tweak,[Performance] Another prefill/append parameter tweak,https://github.com/flashinfer-ai/flashinfer/pull/68
61,2024-01-08T14:32:10Z,[Refactor] Update the BeginForward API for batch prefill handler,gqa_group_size is less intuitive than num_qo_heads + num_kv_heads.,https://github.com/flashinfer-ai/flashinfer/pull/61
58,2024-01-08T09:05:11Z,[Bugfix] Fix the lse computation for batch decode kernel,The lse returned by BatchDecodeWithPagedKVCacheKernel is wrong if Paged-KV is splitted.,https://github.com/flashinfer-ai/flashinfer/pull/58
55,2024-01-07T09:02:11Z,[Performance] Tweak Prefill Parameters,[Performance] Tweak Prefill Parameters,https://github.com/flashinfer-ai/flashinfer/pull/55
48,2024-01-03T15:48:58Z,[Performance] Accelerate append prefill kernel,We found that cooperative kernel (merge states in the same kernel afte grid synchronization) actually limits kernel's performance when merg…,https://github.com/flashinfer-ai/flashinfer/pull/48
41,2024-01-01T10:02:30Z,[Performance] Cooperative prefill parameter tweak,Note that prefill kernel's synchronization overhead is larger than decode's.,https://github.com/flashinfer-ai/flashinfer/pull/41
36,2024-01-01T05:09:19Z,"Tweak cooperative prefill parameters, and increase maximum context length in benchmark to 65536","Tweak cooperative prefill parameters, and increase maximum context length in benchmark to 65536",https://github.com/flashinfer-ai/flashinfer/pull/36
33,2023-12-30T17:13:21Z,Follow-up split-kv batch decode fix,Follow-up split-kv batch decode fix,https://github.com/flashinfer-ai/flashinfer/pull/33
30,2023-12-25T05:14:07Z,batch_prefill python api,"A python api PR,",https://github.com/flashinfer-ai/flashinfer/pull/30
26,2023-12-20T04:04:26Z,Fix Rotary Embedding kernel,Fix Rotary Embedding kernel,https://github.com/flashinfer-ai/flashinfer/pull/26
20,2023-12-06T06:44:17Z,add tvm wrapper for prefill,add tvm wrapper for prefill,https://github.com/flashinfer-ai/flashinfer/pull/20
18,2023-11-27T06:07:43Z,allow compiling batch_prefill and batch_decode in separate files,allow compiling batch_prefill and batch_decode in separate files,https://github.com/flashinfer-ai/flashinfer/pull/18
17,2023-11-27T00:22:40Z,PyTorch API for Single Request Prefill Operator,add prefill kernel pytorch api,https://github.com/flashinfer-ai/flashinfer/pull/17
13,2023-11-11T03:44:37Z,[Decode] KV cache split pre-process update,"This PR applies the following changes to the KV cache split: removed the map structure for temporary array cache, changed cudaMallocAsync t…",https://github.com/flashinfer-ai/flashinfer/pull/13
12,2023-11-08T18:38:52Z,[Wrapper] Split prefill/decode wrapper,This PR splits the TVM wrapper so that prefill and decode has their own wrapper function.,https://github.com/flashinfer-ai/flashinfer/pull/12
10,2023-10-31T23:20:03Z,Skipping prefill for empty sequence,Skipping prefill for empty sequence,https://github.com/flashinfer-ai/flashinfer/pull/10
7,2023-10-15T02:21:22Z,[Fix] Free allocated CUDA memory in prefill,[Fix] Free allocated CUDA memory in prefill,https://github.com/flashinfer-ai/flashinfer/pull/7
5,2023-10-11T02:59:02Z,Wrapper support for prefill with KV cache,Wrapper support for prefill with KV cache,https://github.com/flashinfer-ai/flashinfer/pull/5
4,2023-10-09T04:17:48Z,[Wrapper] Add the CSR indptr of append lengths to interface,This PR also unifies the decode wrapper with the (potential) prefill wrapper.,https://github.com/flashinfer-ai/flashinfer/pull/4
3,2023-09-18T05:16:00Z,bench batch decode,bench batch decode,https://github.com/flashinfer-ai/flashinfer/pull/3
2,2023-09-13T18:07:49Z,Add tmp buffer and rotary mode to BatchDecode wrapper,Add tmp buffer and rotary mode to BatchDecode wrapper,https://github.com/flashinfer-ai/flashinfer/pull/2
1,2023-09-11T04:19:18Z,[Wrapper] TVM wrapper for batch-decode kernel without RoPE,Will extend with RoPE later on.,https://github.com/flashinfer-ai/flashinfer/pull/1
